year,week,weekly_score,weekly_score_rank,username,video.id,desc,video.duration_x,hashtags,num_hashtags,engagement_rate,video.url,transcript,category,hook_type,structure_style,tone_of_voice,pacing,has_cta,cta_type,has_personal_story,main_content_focus,speaking_style,emotion_keywords,video.duration_y,views,likes,comments,shares,collects,views_rank,likes_rank,comments_rank,shares_rank,collects_rank,user.likes,user.followers,user.followings,user.hearts,user.videos
2023,47,81.3410770356073,1.0,phansanh96,7305759157976681735,Cuối tháng chỉ dám ăn mì tôm cầm hơi #phansanh96 #ancungtiktok #cuocsongnhatban #fpy,113.0,"phansanh96,ancungtiktok,cuocsongnhatban,fpy",4,0.0385568867924528,https://www.tiktok.com/@phansanh96/video/7305759157976681735,"nếu mình chỉ đi làm mà không cần nuôi mấy ông thầy bà cô trong trường thì chắc mình thành đại gia mất tiêu rồi. gia tài có bao nhiêu là dơi dếch cạn tàu ráo máng. tháng này thì xác định coi như là ăn mì gói dài dài. đi chợ thấy đồ ăn ngon quá trời mà bấm bụng không có dám mua. coi như là bữa nay là phải ăn mì tôm cầm hơi vậy đó. hôm nay thì phải tiết kiệm nhất có thể là chỉ dám mua con tôm duy nhất để ăn mì. tôm này thì là tôm thiên nhiên luôn chứ không phải là tôm nuôi. con này thì tính luôn thế là 1.6 là cỡ khoảng 250 cành. nó bự cỡ bằng cái cùm tay của mình. mình bỏ vô cái nồi hấp mà nó ngang tràn để không được. thế là phải chuyển qua một cái nồi to hơn. tại vì những cái hải sản cấp đông như vậy thì mình cứ để nguyên thì hấp nó mới ngon. trong lúc đợi hấp tôm thì mình sẽ chuẩn bị một cái tô mì gói. sợ không có cay nên là cho thêm một muỗng ớt sa tế vô nữa. mình thì ăn hành ít thôi, mỗi lần ăn mì thì chỉ ăn một bó. làm thêm chén muối tiêu có bốn trái ớt để chấm với tôm. hấp tầm 45 phút thì tôm cũng đã chín rồi. đây là lần đầu mình mới ăn cái con tôm nó to vậy luôn á. mì tôm hôm nay đã được cải tiến là có một cái con tôm to đùng. bữa nay thì mình ăn mì chua cay. mới có chế nước sôi vô thôi mà nước miếng nó chảy ròng ròng. nói chứ là nãy giờ đói bụng rung tay rung giò hết trơn rồi. nên là làm vài đũa mì cho nó chán cái bao tử trước đã. đúng là trong lúc đói thì chỉ cần một cái tô mì gói chua cay. hành này người ta mới hái hay gì mà nó ngọt kinh khủng. cắn thêm miếng ớt nữa cho nó ấm người. tôm này thì cái gạch của nó không có đặt, không lẽ mình luộc chưa chín ta. đầu tôm có cái gạch nâu nâu ăn béo ghê á. mấy cái chân tôm họ làm cũng gọn nên cũng dễ lột. đồ đông lạnh vậy đó chứ nó ngọt ngay à, ngọt tới từng cái ngoe luôn. vừa lột tôm mà vừa ướt là ướt gì có 10 con chứ có con gì ăn sao đã. để chấm vô cái chén muối tiêu gia truyền rồi ăn thử cái con tôm này coi nó ra làm sao. ta nói nó chắc mà nó ngọt kinh khủng khiếp. lần đầu tiên mình mới thấy cái con tôm nó có gạch ở lưng luôn nè mọi người. gạch này thì nó có màu nâu y như là rau câu vậy đó. mình ăn thử thì thấy nó béo và ngon dữ lắm nha. hình như là những con tôm to thì nó mới có gạch giống vậy. nó béo lên tới óc luôn nên là phải làm thêm đũa mì nữa. con tôm này thì mình cắn một cái là ngập hàm răng trên, hàm răng dưới luôn. ăn xong thì mình mới đúc kết ra được một cái chân lý đó là thay vì ăn nhiều con hiện giờ mình ăn con cho nó khỏe, đỡ phải lột. nhưng mà ngày mai phải lại ăn mì gói tiếp.",['Mukbang'],"['Gây tò mò', 'Kể chuyện']","['Ăn thử và phản ứng', 'Cảm nhận từng món', 'Kể chuyện kết hợp review']","['Hài hước', 'Thân mật']",['Thay đổi'],False,[],True,"['Món ăn', 'Cảm nhận khi ăn', 'Trải nghiệm cá nhân']","['Độc thoại', 'Kể chuyện', 'Mô tả trực tiếp']","['ngon', 'cay', 'béo', 'ngọt', 'chắc']",113.0,10600000.0,396700.0,1885.0,1320.0,8798.0,1,1,2,14,4,4259.0,1400000.0,58.0,54600000.0,468.0
2023,47,52.75601509804227,2.0,thanhtatmukbang,7305779617548455214,Lòng xe điếu cỡ này là loại 1 chưa ạh ? #ThanhTatMukbang #AnCungTiktok #Mukbang #MonNgonMoiNgay,379.0,"thanhtatmukbang,ancungtiktok,mukbang,monngonmoingay",4,0.0282941176470588,https://www.tiktok.com/@thanhtatmukbang/video/7305779617548455214,"bây giờ tụi mình ăn nha. bữa nay sẽ có là lẩu lòng ăn chung với lại bánh hỏi nha cả nhà. một set này có giá là khoảng 1,8 triệu nha cả nhà. ừ. thì cái set ngày hôm nay em mua ở bên lẩu lòng cô bé á cả nhà. ừm. quán này bán ở sài gòn cũng khá là nổi tiếng. riêng cái phần à riêng cái phần xe điếu này thôi nè là gần một củ rưỡi đó. quá hấp dẫn. nhìn cái lòng xe điếu bên đây xuất sắc quá. cái lòng xe điếu bên đây nó giòn. ừm. thật sự rất là thích ăn cái giò này nè. cái giò này bên đây không biết bạn này bạn à bạn nhồi ngon lắm cả nhà. ồ. rồi. một cái nồi này phải ăn cỡ bốn, năm người á. ngon lắm. ừm. cái lòng xe điếu này nó vừa giòn. mà nó vừa ngon. ngon lắm. cái phần giò này là đặc sản ở bên đây luôn nè cả nhà. ở bên a lẩu lòng cô bé. ăn không lên. 4,5 người ăn là cũng nhiều sức á, rất là nhiều. ừ. cái nước này ngọt quá. ồ. thật sự rất là thích cái kiểu cái cái răng người ta làm á. cái răng nào đó. ừm. trời ơi nó nhiều thật sự luôn cả nhà ơi. cái này sẽ không có phần đầu và phần đuôi. thì cái phần đầu á nó sẽ xe nhiều hơn cả nhà, nó kiểu nó rất là dày luôn nè. nó kiểu nó khít rịt luôn á. cái này là xe khít rịt luôn. ừm. cái phần lòng này cũng rất là ngon nè cả nhà. cái này không biết gọi là cái vần gì ta. lòng mà nó cuốn lại, lòng vòng ha. okay, cảm ơn bạn đã ngồi lại với thành. hẹn gặp bạn ở video tiếp theo nha. bye bye.",['Review địa điểm ăn uống'],['Vào thẳng món'],"['Ăn thử và phản ứng', 'Cảm nhận từng món']",['Hào hứng'],['Nhanh'],True,['Xem tiếp'],False,"['Món ăn', 'Cảm nhận khi ăn', 'Quán ăn']",['Mô tả trực tiếp'],"['ngon', 'giòn', 'ngọt', 'hấp dẫn']",379.0,5100000.0,132500.0,2373.0,4307.0,5120.0,3,6,1,3,9,3390.0,381100.0,163.0,9500000.0,477.0
2023,47,48.1261046721928,3.0,gauvlogs1997,7305379124066012418,Nửa đêm với hột zịch lộn#xuhuong #xh #gauvlogs #xhtiktok #ănkhuya #ănđêm #mukkbangg #siêuănvặt #siêucay #hộtvịtlộn #trứngvịtlộn #cútlộn,155.0,"xuhuong,xh,gauvlogs,xhtiktok,ankhuya,andem,mukkbangg,sieuanvat,sieucay,hotvitlon,trungvitlon,cutlon",12,0.0310207692307692,https://www.tiktok.com/@gauvlogs1997/video/7305379124066012418,"nè, bữa nay mình vừa có hột vịt lộn với lại trứng cút lộn, phải không? rồi, không biết ăn gì. nước nè. địt miếng ớt lên nha. trời ơi, mời mọi người nha. ăn vậy mới ngon chứ. miếng ớt không. hai trái nha. wow. ăn vậy mới ngon chứ. trái thứ tư rồi, trái này trái thứ năm. ngon quá.",['Mukbang'],['Vào thẳng món'],"['Ăn thử và phản ứng', 'Mô tả kết hợp tương tác']","['Thân mật', 'Hào hứng']",['Chậm'],True,['Ăn thử'],False,"['Món ăn', 'Cảm nhận khi ăn']","['Độc thoại', 'Mô tả trực tiếp']",['ngon'],155.0,5200000.0,152500.0,1801.0,2749.0,4258.0,2,5,3,7,16,579.0,329900.0,19.0,7800000.0,445.0
2023,47,44.06176007938748,4.0,tungss93,7305740277703052545,Ăn thử xúc xích vòng hun khói. #foodtiktok #foodreview #ancungtiktok #LearnOnTikTok #reviewnghiemtuc #theanh28,115.0,"foodtiktok,foodreview,ancungtiktok,learnontiktok,reviewnghiemtuc,theanh28",6,0.0550663414634146,https://www.tiktok.com/@tungss93/video/7305740277703052545,"chào mọi người nha. hôm nay thì mình sẽ ăn xúc xích vòng hun khói. cái gói này là xúc xích vị heo, nặng 350g, mình mua với giá 175k. theo thông tin người bán ấy thì cái sản phẩm này đã được làm chín rồi và mình có thể ăn trực tiếp. mình sẽ ăn thử vị nguyên bản trước, sau đó sẽ chấm tương ớt. xin mời các bạn nha. ưm. ngon các bạn ơi. ăn miếng thứ hai thì cảm giác hơi ngấy một tí. ngon. cái xúc xích hun khói này thì mùi của nó cũng giống như xúc xích bình thường thôi. có cái là nó có thêm cái mùi hun khói. mình rất thích cái vỏ này bởi vì khi ăn nó rất là giòn các bạn ạ. nó giòn giống như là xúc xích mình chiên qua ấy. vị của nó thì mình thấy nó nhạt, nó chỉ có một chút xíu vị mặn thôi các bạn ạ. ở đây mình thấy có mấy cái trắng trắng như kiểu là mỡ ấy, không biết có phải là tại mấy cái cục trắng trắng này không nhưng mà khi ăn mình thấy nó ngấy hơn xúc xích bình thường ạ. nhưng mà nó cũng chỉ ngấy hơn một chút thôi, không nhiều đâu. và sau khi mà chấm với tương ớt chin-su thì mình thấy ăn nó đúng đỉnh luôn. ăn vị nó đậm đà hơn, nó ít ngấy hơn, cộng thêm cái lớp vỏ giòn giòn và cái hương hun khói nữa. nói chung là mình thấy ăn rất là thích. và cái xúc xích này thì nó cong như thế này thôi các bạn ạ, mình không bẻ thẳng ra được đâu. cái này mình thấy giống kiểu mấy người hay đi lặn biển ấy, người ta hay đeo một cái mặt nạ có cái ống như này xong rồi bơi bơi.",['Review sản phẩm ăn uống'],['Vào thẳng món'],"['Ăn thử và phản ứng', 'Cảm nhận từng món']",['Thân mật'],['Chậm'],False,[],False,"['Sản phẩm ăn uống', 'Cảm nhận khi ăn']","['Độc thoại', 'Mô tả trực tiếp']","['ngon', 'giòn', 'mặn', 'ngấy', 'đậm đà']",115.0,4100000.0,214100.0,1567.0,587.0,9518.0,4,2,4,31,2,809.0,1300000.0,160.0,35600000.0,660.0
2023,47,41.153535350975375,5.0,bethanh117_,7305745168232221954,Theo dòng chảy sự kiệnnn #keosap #vulaci #AnCungTikTok #TikTokCommunityVN #xuhuong,38.0,"keosap,vulaci,ancungtiktok,tiktokcommunityvn,xuhuong",5,0.036564423076923,https://www.tiktok.com/@bethanh117_/video/7305745168232221954,,['Audio không liên quan ẩn thực'],[nan],,[nan],,True,[nan],True,[nan],,,38.0,5200000.0,179400.0,951.0,604.0,9180.0,2,3,7,30,3,14200.0,1100000.0,108.0,39600000.0,885.0
2023,47,35.09124457592174,6.0,haan.nghiem,7305725599572708626,"Vừa được ăn thử thách, vừa làm được những điều ý nghĩ. Cám ơn Cần Thơ đã cho Hân những trải nghiệm tuyệt vời!  #behananbunsua #béhân #foodchallenge #tolahanne #foody #thửtháchkhổnglồ #mìcayitada #cầnthơ",115.0,"behananbunsua,behan,foodchallenge,tolahanne,foody,thuthachkhonglo,micayitada,cantho",8,0.065346923076923,https://www.tiktok.com/@haan.nghiem/video/7305725599572708626,"mọi người comment kêu hân đi ăn mì cay quá nhiều, cho nên hôm nay hân đã có mặt ở cần thơ để đi ăn thử thách mì cay tại ak tada. đây là tô mì mà hân phải ăn ngày hôm nay, trong thời gian là 60 phút. bây giờ bắt đầu ăn nha. thử thách lần này, hân sẽ phải ăn tổng cộng là sáu gói mì, 1 kg2 đồ ăn với nước súp, trong vòng 60 phút. giải thưởng dành cho người thắng cuộc sẽ là 1,7 triệu tiền mặt, còn nếu các bạn không hoàn thành thì sẽ trả lại cho quán 300.000. đúng ra chương trình thử thách đã kết thúc từ ngày 31 tháng 10 rồi, nhưng vì có quá nhiều bạn ở xa đăng ký mà chưa đến kịp, nên quán sẽ vẫn tiếp tục nhận người tham gia thử thách mỗi ngày luôn nha. mì cay dành cho thử thách chỉ ở cấp độ không thôi, nên bạn nào không ăn cay được thì vẫn có thể tham gia. mọi người nhớ cái tô bé xíu của tôi không? nó bự ha. mà nhìn cái tô này nè mọi người, nó như cái chậu vậy á. bây giờ húp hết nước là tôi hoàn thành xong cái chậu này rồi. vậy là hân đã hoàn thành xong tô mì cay khổng lồ này trong vòng 37 phút. mì ở đây rất là ngon nha, nhưng mà hơi nóng, ăn toát hết mồ hôi luôn. nếu như bạn nào có khả năng thì cứ đến đây trải nghiệm thử nha. địa chỉ là 287 nguyễn văn cừ cần thơ. chưa có hết, ngoài phần thưởng là tiền mặt, hân còn được nhận thêm 10 ly trà đào nữa nè. bây giờ cùng đi theo hân nha. và tôi sống như đóa hoa này. từng ái thương thương cho đời. sống với đôi khát khao rằng được hiến dâng cho cuộc đời. hôm nay dẫu có gian nan thì ngày mai là ngày tươi sáng hơn. tôi sẽ viết nên câu chuyện của cuộc đời riêng tôi. tôi sẽ viết nên câu chuyện của cuộc đời riêng tôi.",['Thử thách ăn uống'],"['Phản hồi bình luận', 'Vào thẳng món']","['Ăn thử và phản ứng', 'Mô tả kết hợp tương tác']","['Thân mật', 'Hào hứng']",['Thay đổi'],True,['Ăn thử'],True,"['Món ăn', 'Cảm nhận khi ăn', 'Quán ăn']","['Kể chuyện', 'Mô tả trực tiếp']","['ngon', 'cay', 'nóng']",115.0,2600000.0,164500.0,1084.0,795.0,3523.0,6,4,6,25,20,4923.0,296400.0,1.0,8700000.0,297.0
2023,47,29.507397376790667,7.0,dau.rv,7305366271976082689,Quầy line tráng miệng xịn lắm luôn ý #daureview #ancungtiktok #buffetnuong #buffetnuonglau #hảisản #pannacotta #TikTokCommunityVN #LearOnTikTok #vungtaufood #dqn #xuhuong #fyp,106.0,"daureview,ancungtiktok,buffetnuong,buffetnuonglau,haisan,pannacotta,tiktokcommunityvn,learontiktok,vungtaufood,dqn,xuhuong,fyp",12,0.0332179289026275,https://www.tiktok.com/@dau.rv/video/7305366271976082689,"149.000 ăn buffet lẩu nướng than với hồ tôm sống nhảy đành đạch và quầy lai trái miệng siêu ngon cực hấp dẫn. đã nói đi ăn buffet hải sản bò các kiểu mà tôi bị u mê không lối thoát với cái quầy tráng miệng này luôn á. vừa bước vào quán nhìn cái quầy lai thấy sạch sẽ gọn gàng là ưng rồi nha. lai đồ ăn đa dạng các món nướng được ướp sốt sẵn từ ếch nè, cá kèo, bạch tuộc, ba chỉ nấm kim châm, vú heo, dẻ sườn, mề gà, hàu phô mai, hàu mỡ hành. đến cả mấy cái món chưa ướp sốt như là bò tảng, tôm càng, các loại viên thả lẩu. điểm cộng mà tôi cực kỳ ưng ở đây là có một cái hồ tôm sống. chính tay mình được vớt và nướng ăn trực tiếp luôn nha. ngoài ra còn có cái lai đồ nóng từ khoai môn chiên nè, hoành thánh chiên, bánh bao chiên, ốc hấp các loại. tôm sống với bạch tuộc sốt thái, lagu, salad đồ nữa. trời ơi kể hoài không có hết luôn á. các loại nấm rau củ để ăn kèm nướng hoặc là lẩu nhìn cũng rất là tươi nhen. quầy lai tráng miệng thì khỏi phải nói. trái cây là xưa rồi diễm ơi, ở đây còn có panacotta nhiều vị nè, xiên kẹo trái cây, bánh lăng, rau câu nhìn ngon cực luôn. nước chấm thì cũng năm sáu loại, nào là muối ớt xanh nè, muối ớt đỏ, chao, mắm chua ngọt, muối tiêu. đặc biệt là có cái sốt trứng muối siêu xịn. thơm béo chấm cái gì cũng ngon. giá vé buffet đã bao gồm vat, không tính thời gian ăn, ăn được cả nướng với lẩu luôn nhen. và buffet sẽ chưa bao gồm nước, nước phải gọi riêng nhen. với giá 149.000đ thì tôi thấy buffet ở đây rất là ổn áp. ăn nướng mà bếp than nên sẽ có hương vị đặc trưng hơn. quán dùng than gáo dừa thành thử ra là khi nướng cái mùi khói cũng không có bị khó chịu. bò tảng nướng thái lát vừa phải, nướng lên thịt mềm ăn kèm sốt trứng muối là bá cháy. tôm thì khỏi nói rồi hen, tươi rói ngọt thịt. mấy cái món ăn phụ nêm nếm cũng khá là vừa vặn. tráng miệng tôi bị mê cái xiên kẹo trái cây này lắm nè. trái cây được áo một cái lớp kẹo giòn ngọt ăn thích lắm mọi người. hôm tôi đi thì từ đồ ăn đến nhân viên phục vụ đều rất là ok. tuy đông nhưng mà mấy anh chị vẫn rất là nhiệt tình và để ý khách. lần đầu ghé ăn sẽ được giảm 10% và được tặng một cái voucher đi năm tính bốn nữa á. buffet nướng ngói yuyu nằm ở 186 xô viết nghệ tĩnh, mở cửa từ 16:00 chiều tới 23:00 nhen.",['Review địa điểm ăn uống'],"['Gây tò mò', 'Vào thẳng món']","['Liệt kê món', 'Cảm nhận từng món']","['Hào hứng', 'Thân mật']",['Nhanh'],True,['Ăn thử'],True,"['Quán ăn', 'Món ăn', 'Cảm nhận khi ăn']","['Độc thoại', 'Mô tả trực tiếp']","['ngon', 'hấp dẫn', 'tươi', 'ngọt', 'mềm', 'giòn', 'béo']",106.0,970500.0,19000.0,1300.0,5565.0,6373.0,15,30,5,1,5,70900.0,214900.0,674.0,7400000.0,942.0
2023,47,26.247103349788425,8.0,khoasheep,7305601624456563970,Có tiệm bánh croissant nào ngon hơn tiệm này không mọi người ? #khoasheep #reviewanngon #ancungtiktok #croissant,76.0,"khoasheep,reviewanngon,ancungtiktok,croissant",4,0.0721076947586426,https://www.tiktok.com/@khoasheep/video/7305601624456563970,"chắc là tiệm bánh rrosion ngon nhất sài gòn đúng không mọi người? bữa nay trang trí noel rồi nè. đơn giản thôi nhưng mà nhìn sang và dễ thương lắm nha. mình thêm lại địa chỉ cho bạn nào chưa biết nè. thì đây là tiệm bánh miller miller và miller trong tiếng pháp có nghĩa là hàng ngàn. vì signature ở đây là các loại bánh ngàn lớp như bánh rrosion, dennis hay butterson. giá chỉ từ 70 cho đến 95k. ngoài ra thì ở đây còn có các loại trà và cà phê. mình thấy giá khá là rẻ nè. không gian ở đây thì trang trí theo phong cách tối giản, nên đứng vô chỗ nào là cũng có hình đẹp hết. nhưng mấy bạn phải chịu khó đi sớm thì mới không có nhiều người nha. mình đến lúc 8:30 thì quán còn khá là vắng. còn đây là lúc 9:30 nè, rất là đông luôn nha mọi người. và bên trong hay bên ngoài gì đều full bàn hết. mình đã thử hầu hết các loại rrosion ở đây, nên lần này gọi thêm hai loại bánh khác để ăn thử, là sausage giro. bên trên sẽ có một lớp phô mai nướng. phần nhân bên trong là xúc xích phô mai luôn nè. mình không biết các ngày trong tuần có bánh này hay không, nhưng nếu thấy thì ngoài rrosion ra thì các bạn nhớ gọi bánh này ăn thử nha. mình thấy rất là ngon luôn. cả phần vỏ bánh bên ngoài hay xúc xích đều rất thơm và béo. cái còn lại là truffle batcho thì mình thấy không ấn tượng lắm, nhưng lúc cắt bánh ra thì phần nhân rất là thơm nha. cảm nhận rõ được cái mùi nấm trule luôn. nhưng vẫn thích nhất là cái giro và cái rrosion trứng muối này nè. có bạn nào mê cái rrosion trứng muối này ở miller giống mình không? còn về nước thì ly của mình bữa đó là matcha latte, không bị đắng gắt vị matcha. milform thì thơm béo không quá ngọt. mình thấy hiếm có tiệm nào mà bánh và nước đều ngon, hỏi sao chỗ này không đông và hot bữa giờ. à mà theo mình biết nữa thì sắp tới miller sẽ mở cửa tới 9:00 tối lận nghe, nên các bạn tha hồ mà đến đây ăn bánh và chụp hình check in nè.",['Review địa điểm ăn uống'],['Gây tò mò'],['Cảm nhận từng món'],"['Thân mật', 'Hào hứng']",['Thay đổi'],True,"['Ăn thử', 'Tương tác']",True,"['Quán ăn', 'Món ăn', 'Cảm nhận khi ăn']","['Kể chuyện', 'Mô tả trực tiếp']","['ngon', 'béo', 'thơm', 'đắng', 'ngọt']",76.0,627700.0,29100.0,452.0,4114.0,11596.0,29,19,16,4,1,3148.0,19200.0,194.0,654400.0,145.0
2023,47,24.8230770410084,9.0,phuongoanh.daily,7305410066394418433,Túi không khí nên mua hay không nên #phuongoanhdaily #learnontiktok #ancungtiktok,63.0,"phuongoanhdaily,learnontiktok,ancungtiktok",3,0.0315442857142857,https://www.tiktok.com/@phuongoanh.daily/video/7305410066394418433,"túi không khí đà lạt mà bán 15 cành nên mua hay không nên mua? thơm quá. ôi thơm mùi thơm mùi thơm mùi thông xanh đường nhà rồi thơm mùi cây đại thụ thơm mùi độ cao 2.567 cái nha. tiếp theo. tôi mới review cái clip trước là không khí đỉnh langbiang rồi tiếp theo cái bịch này cũng 15.000 luôn nè, không khí nhà ma đà lạt. ủa là sao nữa? mà đỉnh một cái là trên bao bì ghi đầy đủ thông tin nha mọi người, thành phần là chưa thể xác định là ừ đúng rồi vậy mà nhà ma là thành phần chưa thể xác định nha. rồi hướng dẫn sử dụng là thắp nhang quỳ ba lại trước khi dùng là sao nữa, là thiệt không không vậy? út này tự nhiên sợ ngang nha mọi người, ừ sợ sợ mở ra rồi có cái gì đó không nên có nha. cũng thì chẳng. đây sợ nha. cái món này á thì mở ra thì thật sự là nó cũng không có mùi đâu mọi người ơi, tôi mua tôi review cho vui thôi. tại có người dám bán thì tôi dám mua, nhưng mà tôi nghĩ mấy cái món này nè mình có thể mua về mình trôi nhỏ bạn mình nó hỏi bà có thể tự làm được luôn mà mọi người mình in ra cái tờ giấy thôi chứ mình không cần tốn 15.000 đâu tại vì nó tiền ship nó cao nha. với lại dành cho đứa nào mà hay nhỏ bạn mình đi đà lạt cái hay nhờ là ê mua giùm tao đồ đà lạt đi đó rồi ừ rồi mua cho nó cái túi này nè cho vừa lòng hả dạ liền.",['Review sản phẩm ăn uống'],"['Gây tò mò', 'Đặt câu hỏi']",['Cảm nhận từng món'],"['Hài hước', 'Thân mật']",['Nhanh'],True,['Tương tác'],True,"['Sản phẩm ăn uống', 'Trải nghiệm cá nhân']","['Độc thoại', 'Kể chuyện']","['thơm', 'sợ']",63.0,2800000.0,83800.0,641.0,859.0,3024.0,5,8,9,23,22,5136.0,939200.0,594.0,53600000.0,1977.0
2023,47,23.36597954450083,10.0,bachuareview,7305416701447818504,buffet lẩu đài loan mới toe ưu đãi hời quá trời hời rùi📍mala - tầng 2 lancaster - 1152 đường láng #ancungtiktok #LearnOnTikTok #bachuareview #vtmgr,74.0,"ancungtiktok,learnontiktok,bachuareview,vtmgr",4,0.0226972727272727,https://www.tiktok.com/@bachuareview/video/7305416701447818504,"chỉ từ 150k mỗi người ăn buffet lẩu đài loan thỏa thích tại nhà hàng sang, xịn, mịn view đẹp như này quá khó tin nhưng là có thật. bởi nhà hàng lẩu đài loan mala mới toe đang có ưu đãi khai trương ăn bốn tính tiền ba. và check in là được tặng ngay buffet tráng miệng đồ uống tại quầy line, sướng nhất team cầu giấy rồi nhá. menu buffet gồm ba loại là 199, 249 và 299 đã bao gồm quầy nước chấm. trưa hay tối giá đều không đổi. ngó qua menu set 199 cũng đầy đủ lắm rồi, gọi set thấp nhất cộng dồn ưu đãi tính ra chỉ còn 150k một người. ưu đãi áp dụng từ giờ tới hết 15 tháng 12 thôi. mình thì cứ phải tranh thủ các ưu đãi hời nên gọi luôn set cao nhất 299 full 99 cộng mòn nhúng. nồi lẩu uyên ương được chọn hai trăn năm vị, mót chai lẩu mala signature nha, cũng chính là thương hiệu của nhà hàng luôn. nước cay tê thơm nức nhưng vị cay nồng nhẹ thôi mà thiên về tê là chính bởi trong nồi rất nhiều hạt hoa tiêu. bên còn lại mình chọn lẩu collagen ngọt thanh để cân bằng, vị hơi béo béo ngọt dịu dễ chịu. mòn nhúng thì quá trời quá đất rồi. nào bò, gà, hải sản, các loại viên, rau củ. đây là mình chỉ gọi sương sương chứ chưa hết được full menu đâu nha. nước chấm thì rất dễ pha, dễ trúng thưởng, hoặc ngại tự pha có thể nhờ nhân viên pha cho luôn nha. mala nhà hàng lẩu đài loan ở tầng 2 tòa nhà lancaster 1152 đường láng, tọa lạc vị trí quá đắc địa, không gian rộng rãi nên thoải mái đi ăn cặp đôi, gia đình tiệc tùng hay liên hoan. siêu nhất dãy bàn view cửa kính vừa ăn vừa ngắm đường. có một điểm trừ khá lớn là hầm gửi xe của tòa nhà lancaster này khá rắc rối nha, gửi xe lên ăn xong xuống lấy xe hơi lòng vòng, mình không thích lắm.",['Review địa điểm ăn uống'],"['Gây tò mò', 'Khuyến mãi']","['Liệt kê món', 'Cảm nhận từng món']","['Hào hứng', 'Thân mật']",['Nhanh'],True,['Ăn thử'],True,"['Quán ăn', 'Món ăn', 'Cảm nhận khi ăn']",['Mô tả trực tiếp'],"['cay', 'tê', 'thơm', 'ngọt', 'béo', 'dịu']",74.0,1100000.0,13900.0,573.0,4851.0,5643.0,13,37,11,2,7,21900.0,388100.0,40.0,15500000.0,1922.0
