author_id,video_id,video_transcription,url
6905832297980920833,7411160679454985488,Lý Dĩa Saka Sirius 60 km/h Sau đó chó sói chó sói Allen karaoke,https://www.tiktok.com/@6905832297980920833/video/7411160679454985488
6905832297980920833,7411053448428391697,chicken dance with Jesus open,https://www.tiktok.com/@6905832297980920833/video/7411053448428391697
6905832297980920833,7410805350061886740,trà sữa cho con karaoke,https://www.tiktok.com/@6905832297980920833/video/7410805350061886740
6905832297980920833,7410426911735778576,,https://www.tiktok.com/@6905832297980920833/video/7410426911735778576
6905832297980920833,7410244887347481873,mẹ từ ly cũ từ tháng này mẹ cũng liên khúc gõ cửa trái,https://www.tiktok.com/@6905832297980920833/video/7410244887347481873
6905832297980920833,7409577160249314577,Tik Tok là hôn đi em Mẹ đi vắng ngồi ngoài trời mưa đã Hót đi em dù là tình ta lấy dư thu được hỗn hợp lí giữa hôn nhân vật ta đã đề về trên Zing MP3,https://www.tiktok.com/@6905832297980920833/video/7409577160249314577
6905832297980920833,7409314299925105921,Channel YouTube I want to play Zing TV,https://www.tiktok.com/@6905832297980920833/video/7409314299925105921
6905832297980920833,7409137896080297232,lý lịch sử,https://www.tiktok.com/@6905832297980920833/video/7409137896080297232
6905832297980920833,7408873976593714433,solo,https://www.tiktok.com/@6905832297980920833/video/7408873976593714433
6905832297980920833,7408565026937638145,Lối Đi Sơn Tùng MP3 Zing,https://www.tiktok.com/@6905832297980920833/video/7408565026937638145
6905832297980920833,7408449747930926352,Lê Chí Tôn đô si expensive for Yours Vietsub chicken baby,https://www.tiktok.com/@6905832297980920833/video/7408449747930926352
6905832297980920833,7408144787338988801,,https://www.tiktok.com/@6905832297980920833/video/7408144787338988801
6905832297980920833,7407824184300014864,Young Pascal to infinity blade chỉ cần Google assistant me cup of,https://www.tiktok.com/@6905832297980920833/video/7407824184300014864
6905832297980920833,7407743256617815313,lời chúc tết Bolero karaoke,https://www.tiktok.com/@6905832297980920833/video/7407743256617815313
6905832297980920833,7406908071353568528,Asus ô tô siêu tốc,https://www.tiktok.com/@6905832297980920833/video/7406908071353568528
6905832297980920833,7406714226972167440,lễ duyệt,https://www.tiktok.com/@6905832297980920833/video/7406714226972167440
6905832297980920833,7406307365240245520,lên Chibi Channel hồ GameTV This is marketing Vietnamese music Online,https://www.tiktok.com/@6905832297980920833/video/7406307365240245520
6905832297980920833,7406036064579685648,Mr dù đã được ghi vào Zing TV Zing MP3,https://www.tiktok.com/@6905832297980920833/video/7406036064579685648
6905832297980920833,7405614671832567056,liên tiếp tô mới China in Vietnam cooled Me That You Love Me Like You Do feeling and Say You Do nice Today radio Superman about,https://www.tiktok.com/@6905832297980920833/video/7405614671832567056
6905832297980920833,7404891578260524305,lý trí áp thấp có thật đáng tin cậy 28 USA YouTube Can you from Canada sắp,https://www.tiktok.com/@6905832297980920833/video/7404891578260524305
6905832297980920833,7404447373641927937,Lý Nhã Kỳ có bao nhiêu km,https://www.tiktok.com/@6905832297980920833/video/7404447373641927937
6905832297980920833,7403745784816012545,the baby Shark YouTube I love you never know have any message and video MP3 kit condition of Samsung buds goose goose duck this was nice a last night happy,https://www.tiktok.com/@6905832297980920833/video/7403745784816012545
6905832297980920833,7403322406682512656,nếu như chọn access And The Bear School online season Minecraft,https://www.tiktok.com/@6905832297980920833/video/7403322406682512656
6905832297980920833,7402934608255307024,hát karaoke,https://www.tiktok.com/@6905832297980920833/video/7402934608255307024
6905832297980920833,7402237957878336785,Lady King from from YouTube shopping container I miss my Tom and Jerry movie Channel,https://www.tiktok.com/@6905832297980920833/video/7402237957878336785
6905832297980920833,7401492167216172305,ladi 369.com,https://www.tiktok.com/@6905832297980920833/video/7401492167216172305
6905832297980920833,7401143937416678657,Lê Như Một Giấc karaoke Tone Nam,https://www.tiktok.com/@6905832297980920833/video/7401143937416678657
6905832297980920833,7401034182262000912,Samsung Galaxy on7 absolution beauty Union Galaxy,https://www.tiktok.com/@6905832297980920833/video/7401034182262000912
6905832297980920833,7400681679385398544,lên trên cỏ xanh là Đại Nam Vietnam Malaysia,https://www.tiktok.com/@6905832297980920833/video/7400681679385398544
6905832297980920833,7400378498168130817,DJ Martin,https://www.tiktok.com/@6905832297980920833/video/7400378498168130817
