author_id,video_id,video_transcription
6728324985667273733,7396981788305886484,Infinity war of
6728324985667273733,7396615184619425042,Everything Oh my god Everyone get in at 10 in Saigon
6728324985667273733,7396219129990073620,váy cưới Hồ Chí Minh
6728324985667273733,7395874972662517012,điệp viên như thế nào là fashion opening YouTube Life and fluffy import
6728324985667273733,7395518690256538900,one of Destiny in Saigon force in thirty of bánh mì Hà Nội everyone competition on me about the party the expression me and beautiful in the world
6728324985667273733,7395127100165934354,and
6728324985667273733,7394752142126419207,
6728324985667273733,7394389224226671892,
6728324985667273733,7394012739183627540,Infinity Sorry about three hours you on the inside this and the walking on my favorite amoni Space by the
6728324985667273733,7392871338228092180,17 tiếng Hàn siêu chuẩn thi THPT
6728324985667273733,7392530751117462804,
6728324985667273733,7392158007557180692,
6728324985667273733,7391787195591314709,in Saigon
6728324985667273733,7391423700123274517,
6728324985667273733,7391049920293129492,Paris Global Tell Me That You Like A looking at the free of the squire and learning many of the world to your free in for love
6728324985667273733,7390287732204899604,Everything is understand this spring Festival is not fast Open messenger
6728324985667273733,7390194514167631122,
6728324985667273733,7389934089861713168,Sài Gòn Vietnamese in Vietnam Saigon
6728324985667273733,7389562900702170385,What is my birthday This is part in the most
6728324985667273733,7389198099262000385,Vietsub The Best For Night iPad Air Blade
6728324985667273733,7388826856679574801,MP3 MP3
6728324985667273733,7388455227319504145,
6728324985667273733,7388088755187354897,cafe in City Coffee in Vietnam
6728324985667273733,7387697584388771088,Singapore is 99 We are the restaurant in the world is force the cause of Amazing Animals like today in vietnamese food of the world is my personality of and this Cake Vietnamese Can
6728324985667273733,7387330008420732177,Can you please the inside Of A Coffee Shop always interesting of Saigon vietnamnet.vn
6728324985667273733,7386488582871059713,play with me by Vietnamese
6728324985667273733,7386220679995100432,
6728324985667273733,7385844869538893073,ngày bao nhiêu chị cái đó tính chỉ 350 kg
6728324985667273733,7385455541209812240,nghị quyết
6728324985667273733,7385113404576419073,website today
6728324985667273733,7384729430632975632,I'm Sorry Super
6728324985667273733,7384365637629381889,and how Kill in the alley party the world tour
6728324985667273733,7383978146686602512,
6728324985667273733,7383621853488647441,
6728324985667273733,7383455500882414865,
6728324985667273733,7382503217038494977,IELTS tour du lịch Sơn La
6728324985667273733,7382149451764272400,bán đất ở Samsung A9 60W
6728324985667273733,7381381923978988801,
6728324985667273733,7381016148092996880,
6728324985667273733,7380637670579440912,call in Saigon understand you very much and more time to working with fire Empire In You can speak Vietnamese
6728324985667273733,7380253059051441424,
6728324985667273733,7379887944905149712,Vietjet airline Apink
6728324985667273733,7379154080783994113,listening English Speaking and listening about your family like Instagram they believe Lotte Phan
6728324985667273733,7377319416838638865,
6728324985667273733,7376949452172430608,five personal image trace season 5 Skills of person How many get the meeting trying for your Focus and News Story
6728324985667273733,7376587059793841409,in Vietnam
6728324985667273733,7375842293712047377,Beautiful not interested in 9910 Fake Love
6728324985667273733,7375058307733556481,Tài
6728324985667273733,7373980511120788752,Justin Bieber international express people animals are many level 60 in the family Life Of The Worlds in the function of
6728324985667273733,7373619230933044481,Can you get off Facebook on YouTube and seven I marketing Tracking image artery
6728324985667273733,7372820133011672336,are you sing and saying of your computer music Trade of Vietnam
6728324985667273733,7372705573365615888,have this give a function Square Where do you live American International Lipice this one is the most She in the five forty restaurant by the world is your place for you have
6728324985667273733,7372451823766048001,beautiful and friends family Season 4 Season 4 How to the
6728324985667273733,7372080394247654673,
6728324985667273733,7370637679261797633,xịt líp màu xanh bus is food of Canada
6728324985667273733,7370271186783194385,The many on YouTube
6728324985667273733,7369530457584667921,Epoxy organic
6728324985667273733,7369157544478051600,This my family favorite and I have good for a Birthday MP3 MP3
6728324985667273733,7368786280483687696,Biti's Hunter để chuyển
6728324985667273733,7368045365657963793,tí nào là cafe location of Vietnam
6728324985667273733,7367302290547510544,
6728324985667273733,7365814360054205697,tải Messenger về hát Just in the weather today in today i think about my amazing
6728324985667273733,7365446832744320257,parent our city of Saigon Leicester United in the city of the internet the word for Heart Amoniac áo thun City Open how to down for something interesting
6728324985667273733,7365074390658157841,Thảo nói luôn đi cafe is crazy How to Japan new for the baby for you speak Vietnamese
6728324985667273733,7364218313582464273,the happy birthday to you on the party and the Orient with your favorite Pokemon
6728324985667273733,7362847295869668624,
6728324985667273733,7361727601909550353,tuổi đối với iPhone 11 và internet Vietnamobile
6728324985667273733,7360621680705703169,with the listen to the international City and listen and really Nice to the story everything in the forest fire Listen and Vietnamese food my family
6728324985667273733,7360254052346711297,International City shopping center with me in the show in spite of shopping center of you live you Google in the beauty restaurant and the
6728324985667273733,7359879512139599120,
6728324985667273733,7359508814367853840,
6728324985667273733,7358751023332183313,inf
6728324985667273733,7357655760370683152,
